JobTitle,JobTitleURI,Gender,Age,PerfEval,Education,Dept,Seniority,BasePay,Bonus
financial analyst,https://www.wikidata.org/wiki/Q1416279,Female,48,1,college,engineer,5,119058,4037
warehouse worker,https://www.wikidata.org/wiki/Q92204276,Female,56,1,college,government administration,4,106722,4044
financial analyst,https://www.wikidata.org/wiki/Q1416279,Female,41,2,doctorate,operations management,3,91129,4825
graphic designer,https://www.wikidata.org/wiki/Q627325,Male,59,1,doctorate,marketing,4,135512,3955
financial analyst,https://www.wikidata.org/wiki/Q1416279,Female,49,2,college,operations management,1,92891,3578
financial analyst,https://www.wikidata.org/wiki/Q1416279,Male,64,3,high school,government administration,3,124151,3392
data scientist,https://www.wikidata.org/wiki/Q29169143,Female,58,1,high school,marketing,5,141005,3384
manager,https://www.wikidata.org/wiki/Q2462658,Male,36,1,high school,operations management,2,115742,3661
information technology,https://www.wikidata.org/wiki/Q11661,Male,31,1,master's degree,marketing,2,93358,3223
information technology,https://www.wikidata.org/wiki/Q11661,Female,44,1,high school,marketing,5,131411,3084
salesperson,https://www.wikidata.org/wiki/Q685433,Female,61,2,college,marketing,1,96900,4157
information technology,https://www.wikidata.org/wiki/Q11661,Male,59,3,master's degree,marketing,2,98995,4596
information technology,https://www.wikidata.org/wiki/Q11661,Male,57,3,high school,marketing,3,109645,5472
financial analyst,https://www.wikidata.org/wiki/Q1416279,Male,39,2,college,marketing,1,61609,3738
marketing,https://www.wikidata.org/wiki/Q39809,Female,56,2,high school,engineer,3,88820,4289
data scientist,https://www.wikidata.org/wiki/Q29169143,Male,61,1,master's degree,government administration,5,122352,3590
marketing,https://www.wikidata.org/wiki/Q39809,Female,53,1,master's degree,management,4,112489,4237
software developer,https://www.wikidata.org/wiki/Q183888,Male,29,1,high school,marketing,1,86650,3518
data scientist,https://www.wikidata.org/wiki/Q29169143,Male,62,3,high school,operations management,2,101284,4993
manager,https://www.wikidata.org/wiki/Q2462658,Male,41,1,master's degree,marketing,2,119794,3712
graphic designer,https://www.wikidata.org/wiki/Q627325,Male,58,2,master's degree,operations management,1,96609,3044
marketing,https://www.wikidata.org/wiki/Q39809,Female,38,1,doctorate,engineer,1,53839,3270
financial analyst,https://www.wikidata.org/wiki/Q1416279,Male,29,1,master's degree,operations management,2,84725,3274
information technology,https://www.wikidata.org/wiki/Q11661,Female,57,2,high school,government administration,1,64807,3887
information technology,https://www.wikidata.org/wiki/Q11661,Female,28,1,high school,management,1,41151,4296
financial analyst,https://www.wikidata.org/wiki/Q1416279,Female,48,1,college,government administration,4,114031,4510
vehicle operator,https://www.wikidata.org/wiki/Q23640580,Male,33,1,high school,management,1,59493,3955
manager,https://www.wikidata.org/wiki/Q2462658,Female,42,1,high school,management,2,119893,3721
manager,https://www.wikidata.org/wiki/Q2462658,Male,60,2,college,marketing,1,131980,3841
salesperson,https://www.wikidata.org/wiki/Q685433,Female,52,1,high school,marketing,3,94154,3964
marketing,https://www.wikidata.org/wiki/Q39809,Female,60,1,college,management,4,114906,4766
vehicle operator,https://www.wikidata.org/wiki/Q23640580,Female,63,1,master's degree,management,4,115981,2661
data scientist,https://www.wikidata.org/wiki/Q29169143,Male,37,1,doctorate,government administration,2,78836,3588
vehicle operator,https://www.wikidata.org/wiki/Q23640580,Male,64,2,master's degree,operations management,2,112719,3382
marketing,https://www.wikidata.org/wiki/Q39809,Female,59,1,master's degree,marketing,3,93018,2730
marketing,https://www.wikidata.org/wiki/Q39809,Female,55,2,college,marketing,2,69928,4811
software developer,https://www.wikidata.org/wiki/Q183888,Female,57,2,high school,engineer,1,104623,3791
vehicle operator,https://www.wikidata.org/wiki/Q23640580,Male,55,2,college,government administration,2,103328,4543
financial analyst,https://www.wikidata.org/wiki/Q1416279,Male,47,2,high school,management,1,68643,4674
graphic designer,https://www.wikidata.org/wiki/Q627325,Female,33,1,high school,marketing,1,63914,3521
salesperson,https://www.wikidata.org/wiki/Q685433,Male,45,2,high school,engineer,1,67296,4780
graphic designer,https://www.wikidata.org/wiki/Q627325,Female,44,1,college,marketing,3,90474,3530
vehicle operator,https://www.wikidata.org/wiki/Q23640580,Female,22,1,high school,government administration,1,60026,4605
marketing,https://www.wikidata.org/wiki/Q39809,Female,41,1,doctorate,management,5,108587,4275
financial analyst,https://www.wikidata.org/wiki/Q1416279,Female,61,1,master's degree,engineer,4,139042,2982
vehicle operator,https://www.wikidata.org/wiki/Q23640580,Male,65,1,high school,operations management,5,116803,3431
salesperson,https://www.wikidata.org/wiki/Q685433,Female,57,1,master's degree,operations management,3,101423,3641
software developer,https://www.wikidata.org/wiki/Q183888,Male,36,1,master's degree,operations management,1,86375,3368
information technology,https://www.wikidata.org/wiki/Q11661,Male,31,1,college,operations management,1,49449,4149
marketing,https://www.wikidata.org/wiki/Q39809,Female,56,2,high school,marketing,3,95995,4045
software developer,https://www.wikidata.org/wiki/Q183888,Male,51,1,college,management,2,118282,3599
information technology,https://www.wikidata.org/wiki/Q11661,Female,47,1,doctorate,operations management,3,99472,3943
manager,https://www.wikidata.org/wiki/Q2462658,Female,55,1,high school,government administration,3,135638,2824
information technology,https://www.wikidata.org/wiki/Q11661,Male,50,1,college,operations management,3,85648,2728
data scientist,https://www.wikidata.org/wiki/Q29169143,Female,58,1,doctorate,management,4,121457,4723
data scientist,https://www.wikidata.org/wiki/Q29169143,Female,57,1,doctorate,operations management,2,114141,3746
manager,https://www.wikidata.org/wiki/Q2462658,Male,58,1,doctorate,management,4,179726,4284
marketing,https://www.wikidata.org/wiki/Q39809,Female,64,1,college,government administration,5,107572,3107
salesperson,https://www.wikidata.org/wiki/Q685433,Female,65,2,doctorate,marketing,5,142505,4214
financial analyst,https://www.wikidata.org/wiki/Q1416279,Male,43,1,doctorate,marketing,4,108719,4143
information technology,https://www.wikidata.org/wiki/Q11661,Male,36,1,high school,marketing,4,109832,3528
software developer,https://www.wikidata.org/wiki/Q183888,Male,60,1,doctorate,government administration,4,127250,4263
salesperson,https://www.wikidata.org/wiki/Q685433,Female,50,1,master's degree,marketing,3,106279,3892
software developer,https://www.wikidata.org/wiki/Q183888,Male,37,1,high school,marketing,1,81547,3510
data scientist,https://www.wikidata.org/wiki/Q29169143,Male,56,1,master's degree,government administration,2,95798,2530
manager,https://www.wikidata.org/wiki/Q2462658,Female,47,1,high school,management,3,106916,3959
manager,https://www.wikidata.org/wiki/Q2462658,Male,59,2,doctorate,government administration,1,124782,4618
warehouse worker,https://www.wikidata.org/wiki/Q92204276,Male,53,1,college,operations management,4,126256,3463
information technology,https://www.wikidata.org/wiki/Q11661,Female,59,1,doctorate,engineer,3,92257,3908
software developer,https://www.wikidata.org/wiki/Q183888,Male,62,1,high school,marketing,3,124660,2200
information technology,https://www.wikidata.org/wiki/Q11661,Female,32,2,high school,engineer,1,59377,5236
marketing,https://www.wikidata.org/wiki/Q39809,Female,38,1,doctorate,engineer,2,76726,4204
information technology,https://www.wikidata.org/wiki/Q11661,Female,54,1,high school,engineer,5,112502,3988
data scientist,https://www.wikidata.org/wiki/Q29169143,Male,65,2,master's degree,marketing,2,128730,3247
manager,https://www.wikidata.org/wiki/Q2462658,Male,61,2,college,marketing,1,136836,4070
information technology,https://www.wikidata.org/wiki/Q11661,Male,51,1,high school,engineer,3,89272,2600
financial analyst,https://www.wikidata.org/wiki/Q1416279,Female,62,1,high school,operations management,3,101515,2251
software developer,https://www.wikidata.org/wiki/Q183888,Male,36,1,master's degree,operations management,1,93855,4099
graphic designer,https://www.wikidata.org/wiki/Q627325,Male,30,1,college,operations management,2,36642,4388
salesperson,https://www.wikidata.org/wiki/Q685433,Male,60,1,college,operations management,3,112604,3366
financial analyst,https://www.wikidata.org/wiki/Q1416279,Female,49,1,doctorate,engineer,1,67089,3078
vehicle operator,https://www.wikidata.org/wiki/Q23640580,Female,51,1,doctorate,management,2,97789,3536
data scientist,https://www.wikidata.org/wiki/Q29169143,Male,62,1,doctorate,government administration,3,123333,3353
information technology,https://www.wikidata.org/wiki/Q11661,Male,62,1,doctorate,management,2,105771,2978
marketing,https://www.wikidata.org/wiki/Q39809,Female,46,1,college,government administration,1,54945,2991
data scientist,https://www.wikidata.org/wiki/Q29169143,Female,65,1,doctorate,operations management,2,121239,3078
data scientist,https://www.wikidata.org/wiki/Q29169143,Female,64,2,high school,marketing,1,87314,3688
vehicle operator,https://www.wikidata.org/wiki/Q23640580,Female,65,1,doctorate,operations management,3,124530,3647
vehicle operator,https://www.wikidata.org/wiki/Q23640580,Female,45,1,college,marketing,2,67150,3255
financial analyst,https://www.wikidata.org/wiki/Q1416279,Male,39,1,college,engineer,4,99643,3789
salesperson,https://www.wikidata.org/wiki/Q685433,Male,54,1,college,government administration,3,92468,3242
financial analyst,https://www.wikidata.org/wiki/Q1416279,Female,47,1,college,operations management,2,63300,3655
information technology,https://www.wikidata.org/wiki/Q11661,Male,55,2,master's degree,operations management,1,91447,3196
marketing,https://www.wikidata.org/wiki/Q39809,Female,58,2,high school,operations management,1,60271,3927
warehouse worker,https://www.wikidata.org/wiki/Q92204276,Male,34,1,master's degree,operations management,1,45915,4765
marketing,https://www.wikidata.org/wiki/Q39809,Female,53,1,master's degree,operations management,1,66028,3745
salesperson,https://www.wikidata.org/wiki/Q685433,Male,57,1,doctorate,government administration,5,113031,3409
software developer,https://www.wikidata.org/wiki/Q183888,Male,62,1,high school,marketing,3,132815,3367
manager,https://www.wikidata.org/wiki/Q2462658,Male,52,1,high school,management,1,110078,1703
data scientist,https://www.wikidata.org/wiki/Q29169143,Male,57,1,master's degree,marketing,3,106918,3180
software developer,https://www.wikidata.org/wiki/Q183888,Male,60,1,high school,government administration,3,106045,3079
warehouse worker,https://www.wikidata.org/wiki/Q92204276,Male,65,1,high school,operations management,2,107479,2051
software developer,https://www.wikidata.org/wiki/Q183888,Male,64,1,master's degree,marketing,1,109606,2193
marketing,https://www.wikidata.org/wiki/Q39809,Female,44,1,high school,engineer,3,91300,3680
salesperson,https://www.wikidata.org/wiki/Q685433,Male,56,1,high school,management,1,88195,2375
financial analyst,https://www.wikidata.org/wiki/Q1416279,Female,54,1,master's degree,operations management,2,90999,2963
salesperson,https://www.wikidata.org/wiki/Q685433,Female,58,1,college,operations management,3,86795,3453
information technology,https://www.wikidata.org/wiki/Q11661,Female,59,1,college,marketing,3,110627,2041
marketing,https://www.wikidata.org/wiki/Q39809,Female,52,1,doctorate,marketing,3,97696,3888
information technology,https://www.wikidata.org/wiki/Q11661,Male,64,1,master's degree,marketing,1,92950,2125
salesperson,https://www.wikidata.org/wiki/Q685433,Male,56,1,high school,operations management,1,82164,2611
software developer,https://www.wikidata.org/wiki/Q183888,Male,62,1,high school,management,3,119069,2788
marketing,https://www.wikidata.org/wiki/Q39809,Female,59,1,college,engineer,1,62738,2656
information technology,https://www.wikidata.org/wiki/Q11661,Female,53,1,high school,government administration,2,112169,2763
manager,https://www.wikidata.org/wiki/Q2462658,Male,55,1,high school,government administration,1,120574,2683
data scientist,https://www.wikidata.org/wiki/Q29169143,Male,54,1,college,marketing,2,97311,3083
marketing,https://www.wikidata.org/wiki/Q39809,Female,59,1,high school,operations management,3,98796,3042
salesperson,https://www.wikidata.org/wiki/Q685433,Male,62,1,master's degree,government administration,2,102593,1823
financial analyst,https://www.wikidata.org/wiki/Q1416279,Female,65,1,high school,government administration,2,96665,2645
graphic designer,https://www.wikidata.org/wiki/Q627325,Female,61,1,master's degree,engineer,1,91030,3318
information technology,https://www.wikidata.org/wiki/Q11661,Female,65,1,master's degree,government administration,1,106945,2041
graphic designer,https://www.wikidata.org/wiki/Q627325,Female,63,1,college,government administration,2,81545,3418
marketing,https://www.wikidata.org/wiki/Q39809,Female,65,1,master's degree,government administration,1,80789,1884
marketing,https://www.wikidata.org/wiki/Q39809,Female,64,1,doctorate,government administration,2,85253,2777
marketing,https://www.wikidata.org/wiki/Q39809,Female,61,1,high school,government administration,1,62644,3270
data scientist,https://www.wikidata.org/wiki/Q29169143,Male,57,1,master's degree,marketing,2,108977,3567
financial analyst,https://www.wikidata.org/wiki/Q1416279,Male,48,1,high school,operations management,1,92347,2724
financial analyst,https://www.wikidata.org/wiki/Q1416279,Male,65,2,high school,government administration,1,97376,2225
financial analyst,https://www.wikidata.org/wiki/Q1416279,Male,60,1,doctorate,marketing,2,123108,2244
